text,pred_label
App works very well and the assessment is unique making it different and more enjoyable than other. Most of the tasks are straight forward but some of them aren't as clear and don't have much of a strategy too it.,0
Very challenging and is formulated well. I like the interaction and isn't boring like normal tests.,1
Best app of it class,1
App is not opening at all. It only shows *some apps want to be discovered by other bluetooth devices* and ask for bluetooth permission. On allowing the permission the pop up comes again and again.,0
Very nice... But is mein aapne mahir ki photo nhi daali,0
"I cant connect my Xiaomi Mi8 Lite to my Asus Zenbook. It always show ""couldnt pair because incorrect PIN or passkey"" although the PIN is correct.",0
Simply not possible to log in with an updated Android device (11). Keyboard is not activated or visible for password field.,0
Not bad,1
It doesn't work other pc i have Asus mobile but didn't have Asus pc so it doesn't work.,0
Interesting way to get your mind motivated and develops your problem solving skills.,1
Pointless and inaccurate beyond belief! You decided I was slow at data analysis yet I analyse data daily at work. You have my cognition skills as low and yet I have a distinction at Masters level in History. As a result of your rubbish app I have lost out on a great opportunity. Your system is flawed and any company using your software should be ashamed of themselves for latching on to psycho babble via clicking games in order to choose applicants.,0
I really enjoyed it a great way to test level of thinking and acting fast..brain tester loved it,1
Would be 5 stars but the stupid train won't take me anywhere so I can't get the last item...,0
I had an exciting experience which gave me a little bit of challenge and I love challenges people should try it...,1
It is not looking real,0
This was one of my favorite games as a kid but unfortunately the app does not work. An error message comes up every time I try to open it :(,0
Found it difficult to transfer files.,0
Stupid app. Gets stuck at Bluetooth authorization. Still issue persists,0
Super exoeriance,1
Vikash raj,1
